Course	Coursename	Description	ACM_Matches	ACM_Match_Score
CS 555	Numerical Methods for PDEs	partial equations discretization iterative discrete programming software packages	Calculus:Probabilistic Representation and Reasoning:Perception and Computer Vision:Complexity:Quantum Architectures:Interactive Computing Platforms:Fundamental Knowledge Representation and Reasoning:Logical Representation and Reasoning:Machine Learning:Data Modeling:Probability:Discrete Mathematics:Statistics:Fundamental Issues:Search:Natural Language Programming:Image Processing:Simulation:Logic Programming:Computing History:Robot Platforms	[0.70218687 0.73076696 0.77458798 0.78136803 0.78455543 0.81430694 0.84812638 0.85181023 0.86378578 0.89251333 0.90091373 0.90534783 0.91176609 0.91448453 0.92612102 0.92879122 0.93138383 0.94933167 0.95794564 0.96000895 0.96406   ]
CS 556	Iterative & Multigrid Methods	algebraic multigrid iterative equations equations arising discretization partial equations	Calculus:Complexity:Discrete Mathematics:Logical Representation and Reasoning:Probabilistic Representation and Reasoning:Perception and Computer Vision:Probability:Linear Algebra:Logic Programming:Quantum Architectures:Search:Statistics:Foundational Data Structures and Algorithms:Machine Learning:Simulation:Fundamental Knowledge Representation and Reasoning:Image Processing:Geometric Modeling:Interactive Computing Platforms:Functional Programming:Computational Models and Formal Languages	[0.41089611 0.63862484 0.89200291 0.90080706 0.90729983 0.90739182 0.9216189  0.92375791 0.93098774 0.94208328 0.95106067 0.95269878 0.97992262 0.99214742 0.99606713 1.00121322 1.00671031 1.01526312 1.03436246 1.03466524 1.03546619]
CS 558	Topics in Numerical Analysis	topics	Teamwork:Communication:Agents and Cognitive Systems:Applications and Societal Impact:Evaluating the Design:Data Analytics:Game:Social Context	[1.13035489 1.13389175 1.15358021 1.15393068 1.16253363 1.16979896 1.17094385 1.17122153]
CS 562	Advanced Topics in Security, Privacy, and Machine Learning	topics privacy adversarial privacy enabled defenses robust cybercrime intrusion detection malware topics offerings offerings overlap cs prerequisites corequisites	Security Policies, Laws, and Computer Crimes:Secure Coding:Foundational Security:Privacy and Civil Liberties:Robotics:Professional Ethics:Network Security:Security Analysis, Design, and Engineering:Game:System Security:Teamwork:Interactive:Digital Forensics:Social Context:Economies of Computing:Security Governance	[0.63417523 0.77452929 0.88798007 0.90437587 0.92684152 0.93229495 0.93548062 0.95065315 0.97157754 0.97656252 0.98644565 0.98870298 0.99163736 1.0007195  1.00466915 1.00851076]
CS 563	Advanced Computer Security	privacy tamper unwanted monitoring surveillance infrastructure subtopics instructor topics exploratory	Digital Forensics:Evaluating the Design:Teamwork:Game:Data Analytics:Applications and Societal Impact:Professional Ethics:Interactive:Secure Coding:Product Requirements:Robotics:Social Context:Agents and Cognitive Systems	[0.62767337 0.64980155 0.71184223 0.72794127 0.75359299 0.76880328 0.78445016 0.80218719 0.82563328 0.83024198 0.89546967 0.89641589 0.89759711]
CS 565	Human-Computer Interaction	topics hci interruptions peripheral gestures bimanual usability choosing	Mobility:Single Hop Communication:Interfacing and Communication:Emerging Topics:Embedded Platforms:Tangible/Physical Computing:Common Aspects/Shared Concerns:Device Management:Networked Applications:Mobile Platforms:Network Fundamentals:Role and Purpose of Operating Systems:Secure Processor Architectures:Routing and Forwarding:System Performance:Heterogeneous Architectures:Foundational Security	[0.87876164 0.8805251  0.91073825 0.95934579 0.97476728 0.99155734 1.00583509 1.01225884 1.02376398 1.03040742 1.03268702 1.03729911 1.03793861 1.04925962 1.07257669 1.07434829 1.07436203]
CS 567	Social Signals and Social Media	online interactions arenas mediated algorithmic interventions users spaces explores collectives dynamics online spaces algorithmic signaling topics evolution algorithmic matchmaking online dating misinformation mitigation trolling bias interfaces incentive signaling prioritize phd	Teamwork:Game:Data Analytics:Applications and Societal Impact:Social Context:Interactive:Agents and Cognitive Systems:Professional Ethics:Product Requirements:Evaluating the Design:Web:Robotics:Economies of Computing:Digital Forensics:Sustainability:Models for Ethical Analysis:Diversity, Equity, Inclusion, and Accessibility:Secure Coding:Fundamental Issues:Accessibility and Inclusive Design:Mobile	[0.54310345 0.60493009 0.6073275  0.61443545 0.61761875 0.67819912 0.68315542 0.71240364 0.7232228  0.79031785 0.79172664 0.82123693 0.85259424 0.86175117 0.89168219 0.90442264 0.90949545 0.92882992 0.94767241 0.95000977 0.95251553]
CS 571	Combinatorial Mathematics	topics combinatorial enumeration extremal probabilistic discrete optimization	Probabilistic Representation and Reasoning:Perception and Computer Vision:Search:Quantum Architectures:Fundamental Knowledge Representation and Reasoning:Calculus:Interactive Computing Platforms:Fundamental Issues:Machine Learning	[0.50639831 0.63084592 0.64169581 0.69729132 0.74473062 0.74715255 0.76835301 0.7718787  0.7729084 ]
CS 572	Extremal Graph Theory	extremal parameters graphs connectivity colorings imperfect graphs parameters turan theorem ramsey extremal	Geometric Modeling:Perception and Computer Vision:Simulation:Complexity:Calculus:Applied Rendering Techniques:Quantum Architectures:Interactive Computing Platforms:Image Processing:Statistics:Probability:Shading and Advanced Rendering	[0.77027301 0.81176887 0.85624911 0.88313679 0.89839587 0.90751892 0.94823054 0.95633486 0.96367538 0.97510916 0.97626134 0.97889711]
CS 573	Algorithms	np completeness approximation algorithms randomized algorithms combinatorial optimization programming	Search:Quantum Architectures:Probabilistic Representation and Reasoning:Perception and Computer Vision:Foundational Data Structures and Algorithms:Calculus:Algorithmic Strategies:Complexity:Logical Representation and Reasoning:Algorithms:Interactive Computing Platforms:Program Analysis and Analyzers	[0.48617446 0.60650205 0.74034588 0.76117982 0.77760996 0.80753742 0.8290164  0.84892435 0.85251954 0.85984306 0.86293078 0.86395604]
CS 574	Randomized Algorithms	randomized algorithms inequalities chernoff hoeffding bounds probabilistic entropy martingales azuma inequality derandomization randomized algorithms sorting graphs basics pseudorandomness randomized	Algorithms:Foundational Data Structures and Algorithms:Algorithmic Strategies:Complexity:Quantum Architectures:Calculus:Perception and Computer Vision:Search:Probabilistic Representation and Reasoning:Fundamental Knowledge Representation and Reasoning:Machine Learning:Natural Language Programming:Interactive Computing Platforms:Geometric Modeling:Simulation:Image Processing:Cryptography:Probability:Logical Representation and Reasoning:Statistics:Applied Rendering Techniques:Fundamental Issues:Logic Programming:Discrete Mathematics:Linear Algebra:Robotics:Shading and Advanced Rendering:Data Modeling:Agents and Cognitive Systems:Data Analytics:Computational Models and Formal Languages:Program Analysis and Analyzers:Computing History:Functional Programming:Visualization	[0.65534329 0.68975758 0.71209193 0.79119948 0.79430887 0.796817 0.81449664 0.82412187 0.84602838 0.85118812 0.88037658 0.90857998 0.9209747  0.92645837 0.93229332 0.9461565  0.96094489 0.96851616 0.98382177 0.99665045 1.00459454 1.02114757 1.02147437 1.02673899 1.03350298 1.04424746 1.04894189 1.05926394 1.06070047 1.06774345 1.06936189 1.07869652 1.09145816 1.09300034 1.09358055]
CS 575	Methods of Combinatorics	combinatorial combinatorial enumeration bijections generating probabilistic proofs asymptotic randomized algorithms ramsey theorem topics combinatorial	Search:Probabilistic Representation and Reasoning:Quantum Architectures:Logical Representation and Reasoning:Fundamental Issues:Perception and Computer Vision:Complexity:Fundamental Knowledge Representation and Reasoning:Logic Programming:Foundational Data Structures and Algorithms	[0.57989941 0.59746283 0.65398272 0.6948213  0.77638065 0.80514693 0.8110716  0.85132114 0.8545753  0.85511324]
CS 576	Topics in Automated Deduction	topics aided deduction theorem proving strategies equational unification rewrite induction derivation hybrid inference programming	Logic Programming:Discrete Mathematics:Formal Semantics:Computational Models and Formal Languages:Logical Representation and Reasoning:Functional Programming:Probabilistic Representation and Reasoning:Software Construction:Language Pragmatics:Design Principles of Programming Languages:Type Systems:Quantum Architectures:Search:Compiler Semantic Analysis:Program Analysis and Analyzers:Fundamental Issues	[0.45060341 0.49299414 0.52593493 0.60715967 0.79204198 0.83451233 0.84660397 0.87384726 0.88303873 0.90111973 0.91932871 0.94013069 0.94152435 0.96666727 0.97140573 0.97255028]
CS 579	Computational Complexity	turing determinism determinism hierarchy theorems compression blum axioms np nl pspace randomness rp rl bpp alternation hierarchy nc rnc relativized computational offs	Logical Representation and Reasoning:Logic Programming:Probabilistic Representation and Reasoning:Computational Models and Formal Languages:Formal Semantics	[0.61237801 0.71953141 0.78609543 0.78754961 0.7892958 ]
CS 580	Topics in Algorithmic Game Theory	cs algorithmic computational fairness topics computation equilibria dynamics anarchy topics online marketplaces lyft uber ebay taskrabbit kidney auction	Data Analytics:Teamwork:Evaluating the Design:Applications and Societal Impact:Interactive:Professional Ethics:Game:Digital Forensics:Social Context:Economies of Computing:Web:Agents and Cognitive Systems:Product Requirements:Secure Coding:Robotics:Diversity, Equity, Inclusion, and Accessibility:Interactive Computing Platforms:Sustainability:Computing History:Models for Ethical Analysis:Fundamental Issues:Privacy and Civil Liberties:Data Modeling:Real-time and Embedded Systems:Accessibility and Inclusive Design:Foundational Security:Robot Platforms:Tangible/Physical Computing:Protection and Safety:Mobile:Quantum Architectures:Common Aspects/Shared Concerns:Security Analysis, Design, and Engineering:Security Governance:Data Security and Privacy:Security Policies, Laws, and Computer Crimes:Formal Development Methodologies:Game Platforms:Design Principles of Programming Languages:Probabilistic Representation and Reasoning:Understanding the User; Individual Goals and Interactions With Others:Fundamental Knowledge Representation and Reasoning:Mobile Platforms:Natural Language Programming:Role and Purpose of Operating Systems:Fault Tolerance:Logical Representation and Reasoning:Heterogeneous Architectures:Cryptography:Embedded Platforms:Emerging Topics:Software Construction:Machine Learning:System Design:Search:Perception and Computer Vision:Communication:Network Fundamentals:Shell Scripting:Software Design:Software Reliability:Overview of Computer Systems:Web Platforms:Immersion:Performance Evaluation:Intellectual Property:Accountability and Responsibility in Design:Evaluation:Logic Programming:Digital Logic and Digital Systems:Society, Ethics, and the Profession:Event-Driven and Reactive Programming:Statistics:Basic Concepts:Advanced Programming Constructs:Performance and Energy Efficiency:Software Verification and Validation:System Security:Secure Processor Architectures:Language Pragmatics:Formal Methods:Assembly Level Machine Organization:Programs:Sustainability Issues:Probability:Formal Semantics:Visualization:Computational Models and Formal Languages:Distributed Databases/Cloud Computing:System Reliability:Discrete Mathematics:Principles of Operating Systems:Single Hop Communication:Network Security:Scheduling:Complexity:NoSQL Systems:Calculus:Networked Applications:Geometric Modeling:Mobility:Functional Programming:Refactoring and Code Evolution:Image Processing:System Performance:Memory Hierarchy:Routing and Forwarding:Fundamental Programming Concepts and Practices:Functional Organization:Simulation:Parallel and Distributed Computing:Applied Rendering Techniques:Shading and Advanced Rendering:Interfacing and Communication:Resource Management:Core Database System Concepts:Object-Oriented Programming:Program Analysis and Analyzers:Algorithms:Compiler Semantic Analysis:Foundational Data Structures and Algorithms:Computer Animation:Software Development Practices:Relational Databases:Algorithmic Strategies:Fundamental Concepts:Code Generation:Device Management:Tools and Environments:Query Processing:DBMS Internals:Interaction:Semi-structured and Unstructured Databases:Systems Execution and Memory Model:Concurrency:Type Systems:The Role of Data and Data Life Cycle:Reliability Support:Linear Algebra:Virtualization:Coordination:Memory Management:Planning:Machine-Level Data Representation:Syntax Analysis:File Systems API and Implementation:Process Model:Fundamental Data Structures:Program Abstraction and Representation:Language Translation and Execution:Query Construction:Advanced File Systems:Run-time Behavior and Systems:Aspect-Oriented Programming	[0.69677305 0.69955599 0.70458609 0.70640708 0.75884981 0.76777076 0.77124883 0.78789614 0.80387251 0.82170841 0.85268341 0.86431023 0.90261196 0.90314886 0.93970728 0.96755495 0.98945312 1.00100883 1.01071621 1.01412769 1.02335389 1.03608449 1.0361595  1.03748411 1.04091544 1.04844639 1.04890671 1.05302946 1.05942989 1.06217997 1.06364079 1.06675884 1.07638192 1.09141999 1.09204755 1.09908361 1.10205856 1.1037514  1.1050133  1.10915508 1.11053937 1.11164284 1.11514168 1.11556711 1.1161056  1.12096965 1.12284832 1.12826151 1.13527256 1.13554351 1.13682849 1.13825908 1.13867272 1.13872043 1.13982677 1.13983653 1.1422546  1.14402973 1.1463642  1.14715126 1.15419861 1.15493508 1.16340996 1.16942823 1.17070733 1.17239809 1.1724773  1.17423598 1.17446479 1.17954646 1.18018838 1.18406978 1.18458213 1.18492231 1.18500187 1.18639369 1.18780873 1.18833086 1.1898217  1.19033758 1.19063929 1.19164397 1.19254655 1.19303269 1.19334533 1.19709295 1.19816746 1.19865337 1.20422514 1.20692669 1.20829933 1.20837116 1.20890795 1.20898885 1.20904017 1.21058407 1.21109041 1.2124518  1.21284105 1.21365013 1.21418102 1.21534275 1.21744783 1.21841804 1.2187491  1.22086479 1.22202733 1.22306644 1.22322186 1.22379247 1.22387969 1.22492285 1.22643692 1.22741531 1.22885045 1.23287172 1.23516365 1.23694947 1.23991225 1.24013137 1.24228421 1.25493853 1.25792619 1.25885769 1.26343416 1.26600841 1.26658749 1.27627915 1.27842292 1.28336491 1.28344124 1.28368062 1.28401856 1.28559684 1.28752922 1.28771244 1.28845827 1.29191304 1.29281749 1.29322075 1.29595979 1.29914432 1.30587729 1.31452189 1.31623222 1.31812193 1.32055956 1.32142769 1.32166133 1.32531446 1.34341471 1.34674861 1.34837552 1.35674819]
CS 581	Algorithmic Genomic Biology	algorithmic genomic biology publish phylogeny evolutionary estimation alignment genome phylogenetics challenges computational permitting computational microbiome prediction genome linguistics computational doctoral bioengineering biology discrete algorithms simulations probabilistic algorithms	Data Analytics:Interactive Computing Platforms:Fundamental Issues:Fundamental Knowledge Representation and Reasoning:Natural Language Programming:Probabilistic Representation and Reasoning:Data Modeling:Agents and Cognitive Systems:Machine Learning:Quantum Architectures:Social Context:Perception and Computer Vision:Applications and Societal Impact:Robotics:Computing History:Teamwork:Logical Representation and Reasoning	[0.54178765 0.63541647 0.64798846 0.69398418 0.74539258 0.78648787 0.79548815 0.7971201  0.80123505 0.80652589 0.81007864 0.83234482 0.87105858 0.88488267 0.92643861 0.92821474 0.92833861]
CS 582	Machine Learning for Bioinformatics	bioinformatics introduces topics computational biology bioinformatics regulatory genomics biology computational bayesian inference graphical supervised bioinformatics topics instructor presentations regulatory cistromics epigenomics regulatory reconstruction coding variant prediction mandatory bioinformatics	Data Analytics:Applications and Societal Impact:Agents and Cognitive Systems:Interactive Computing Platforms:Social Context:Evaluating the Design:Fundamental Issues:Digital Forensics:Teamwork:Data Modeling:Professional Ethics:Product Requirements:Game:Interactive:Computing History:Robotics:Fundamental Knowledge Representation and Reasoning:Natural Language Programming	[0.43974389 0.70567673 0.71128595 0.71996245 0.73078035 0.77425062 0.78254066 0.79706249 0.80368486 0.82081132 0.84230232 0.88458267 0.88561964 0.90727061 0.90771557 0.91435642 0.91984136 0.92205128]
CS 583	Approximation Algorithms	approximation algorithms np approximation algorithm combinatorial algorithms programming programming algorithms graphs constraint scheduling	Search:Quantum Architectures:Calculus:Perception and Computer Vision:Probabilistic Representation and Reasoning:Complexity:Foundational Data Structures and Algorithms:Machine Learning:Algorithms:Logical Representation and Reasoning:Interactive Computing Platforms:Fundamental Knowledge Representation and Reasoning	[0.61190048 0.69141388 0.71839273 0.72165819 0.73546793 0.76219168 0.81755384 0.83031934 0.85475632 0.88647313 0.88691804 0.88918597]
CS 584	Embedded System Verification	examines discrete hybrid computing introduces timed hybrid automata checking hoare deduction abstractions controller strategies robotics	Probabilistic Representation and Reasoning:Quantum Architectures:Fundamental Issues:Search:Logical Representation and Reasoning:Interactive Computing Platforms:Perception and Computer Vision:Logic Programming:Software Construction:Data Modeling:Fundamental Knowledge Representation and Reasoning:Machine Learning:Discrete Mathematics:Natural Language Programming:Design Principles of Programming Languages:Agents and Cognitive Systems	[0.54781873 0.57108832 0.6289425  0.64962458 0.70533348 0.80406689 0.81512031 0.83217801 0.83665115 0.84160955 0.86395503 0.88385515 0.88390592 0.89146132 0.89291542 0.89357937]
CS 585	Hardware Verification	teaches algorithms verification hardware teaches checking binary diagrams bdds satisfiability algorithms simulation metrics simulation assertion analog verification silicon validation algorithms teaches scalable algorithms discrete	Quantum Architectures:Interactive Computing Platforms:Search:Fundamental Issues:Probabilistic Representation and Reasoning:Fundamental Knowledge Representation and Reasoning:Natural Language Programming:Perception and Computer Vision:Data Modeling:Machine Learning:Logical Representation and Reasoning:Data Analytics:Social Context:Agents and Cognitive Systems:Computing History:Robotics:Cryptography:Logic Programming:Calculus:Foundational Data Structures and Algorithms:Complexity:Software Construction:Discrete Mathematics:Algorithmic Strategies:Robot Platforms:Computational Models and Formal Languages:Probability:Algorithms	[0.51593303 0.63122663 0.68576121 0.68888359 0.69637723 0.72534916 0.76271222 0.77014582 0.80850801 0.81438449 0.83794963 0.85323107 0.87169114 0.88906367 0.8921303  0.91036502 0.92508011 0.92640653 0.93748603 0.9424488  0.96693744 0.97202898 0.98358899 0.98701021 0.99232116 1.00782017 1.0089156  1.00998688]
CS 586	Combinatorial Optimization	topics combinatorial optimization polyhedral designing algorithms topics matchings matchings joins arborescences branchings matroids matroid polymatroids submodular flows	Search:Quantum Architectures:Complexity:Probabilistic Representation and Reasoning:Foundational Data Structures and Algorithms:Perception and Computer Vision:Algorithmic Strategies:Discrete Mathematics:Logical Representation and Reasoning	[0.66896241 0.85249405 0.86594337 0.8678562  0.87426588 0.87857305 0.89370538 0.89730477 0.89754761]
CS 588	Autonomous Vehicle System Engineering	introduce computational autonomous labwork sensing topics lidar sonar sensing detection segmentation bayesian filtering slam tracking topics dynamics lattice kinodynamic trajectory optimization reinforcement implemented	Interactive Computing Platforms:Quantum Architectures:Perception and Computer Vision:Fundamental Issues:Probabilistic Representation and Reasoning:Data Analytics:Machine Learning:Fundamental Knowledge Representation and Reasoning:Data Modeling:Natural Language Programming:Search:Image Processing:Calculus:Statistics:Social Context:Logical Representation and Reasoning:Robotics:Probability:Robot Platforms	[0.54303734 0.61134081 0.68500571 0.71288707 0.74276807 0.7626244 0.76281991 0.77995699 0.81228457 0.8194378  0.84961794 0.87039993 0.8869013  0.89553969 0.90139439 0.90388744 0.91146461 0.9154726 0.91876137]
CS 591	Advanced Seminar	seminar topics grading topics	Evaluating the Design:Teamwork:Understanding the User; Individual Goals and Interactions With Others:Data Analytics:Digital Forensics:Applications and Societal Impact:Game:Interactive:Professional Ethics:Social Context:Agents and Cognitive Systems	[1.01242892 1.03480625 1.04568632 1.06099914 1.06150147 1.07320837 1.08100843 1.09897462 1.10476246 1.10547335 1.10668735]
CS 597	Individual Study	offerings	Economies of Computing:Social Context:Web:Mobile Platforms:Protection and Safety:Teamwork:Web Platforms:Sustainability:Interactive:Software Design:Fault Tolerance:Game:Professional Ethics:Intellectual Property	[0.77126162 0.931156   0.94113994 0.94141678 0.96147136 0.97517101 0.99022935 0.99940045 1.00610402 1.01146318 1.01836423 1.03171111 1.03238883 1.03267501]
CS 598	Special Topics	offerings augment departmental topics prerequisites topics	Teamwork:Digital Forensics:Evaluating the Design:Game:Professional Ethics:Economies of Computing:Social Context:Product Requirements:Applications and Societal Impact:Data Analytics:Agents and Cognitive Systems:Interactive:Secure Coding:Communication:Robotics:Web:Accessibility and Inclusive Design:Computing History:Understanding the User; Individual Goals and Interactions With Others:Diversity, Equity, Inclusion, and Accessibility:Privacy and Civil Liberties:Mobile Platforms:Models for Ethical Analysis:Sustainability:Protection and Safety:Network Fundamentals:Foundational Security	[0.92541777 0.9651758  0.97076505 0.97383096 0.98676782 0.99078198 0.99124368 0.9967962  1.00098693 1.00755619 1.01902153 1.02045373 1.05566822 1.06124292 1.06484252 1.08632003 1.0887251  1.10678269 1.10696698 1.11071389 1.11511754 1.13086755 1.13305178 1.13633622 1.14118004 1.1420462  1.1425647 ]
CS 599	Thesis Research	grading	Evaluating the Design:Understanding the User; Individual Goals and Interactions With Others:Digital Forensics:Teamwork:Applications and Societal Impact:Data Analytics:Interactive:Game:Social Context:Professional Ethics:Product Requirements:Agents and Cognitive Systems:Secure Coding:Quantum Architectures:Economies of Computing:Interactive Computing Platforms:Fundamental Issues:Data Modeling	[1.00377125 1.051286   1.06014162 1.06520444 1.06892761 1.06924137 1.09715233 1.11084985 1.12768794 1.12823803 1.13217302 1.14394836 1.15885805 1.16667877 1.16845933 1.17670053 1.17873863 1.18075623]
